analysis,tweet
positif,"['min', 'nanya', 'banjar', 'sumedang', 'pake', 'kereta', 'saya', 'ke', 'bdg', 'jadi', 'turun', 'stasiun', 'bandung', 'saya', 'ada', 'hasil', 'tes', 'genose', 'laku', 'jam', 'bisa', 'dipake', 'syarat', 'masuk', 'ke', 'bdg', 'ke', 'sumedang', 'ya']"
negatif,"['kurang', 'sreg', 'mbak', 'mbak', 'scan', 'hasil', 'genose', 'notif', 'hp', 'dia', 'baca', 'hhh']"
positif,"['habis', 'kimia', 'farma', 'masyarakat', 'makin', 'pro', 'genose', 'hanya', 'cheap', 'covenient', 'gak', 'percaya', 'sains', 'lebih', 'gak', 'percaya', 'current', 'running', 'mainstream', 'system']"
positif,"['ini', 'tumpang', 'ka', 'joglosemarkerto', 'wajib', 'hasil', 'negatif', 'genose', 'rapid', 'test', 'antigen', 'pcr', 'informasi', 'lengkap', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['hindar', 'antre', 'kerumun', 'dihimbau', 'laku', 'genose', 'dari', 'jam', 'jadwal', 'berangkat', 'kereta', 'sesuai', 'masa', 'laku', 'skrining', 'tes', 'covid', 'laku', 'ini', 'trims']"
positif,"['selamat', 'siang', 'layan', 'periksa', 'genose', 'stasiun', 'tasikmalaya', 'layan', 'pukul', 'wib', 'antre', 'kondisional', 'lokasi', 'di', 'teras', 'mess', 'stasiun', 'tasikmalaya', 'parkir', 'sepeda']"
positif,"['manteman', 'benar', 'ini', 'malang', 'periksa', 'bawa', 'surat', 'hasil', 'tes', 'antigen', 'pcr', 'genose', 'exit', 'tol']"
positif,"['selamat', 'siang', 'layan', 'rapid', 'test', 'antigen', 'genose', 'operasi', 'hari', 'rencana', 'laku', 'periksa', 'kak']"
positif,"['ka', 'tawangalun', 'rencana', 'operasi', 'tanggal', 'syarat', 'wajib', 'rapid', 'test', 'antigen', 'pcr', 'genose', 'test', 'tetap', 'wajib', 'pakai', 'masker', 'kain', 'lapis', 'medis', 'kondisi', 'sehat']"
positif,"['cek', 'min', 'beberapa', 'lalu', 'larang', 'mudik', 'tes', 'genose', 'antigen', 'karna', 'ada', 'larang', 'mudik', 'yg', 'ingin', 'apakah', 'perlu', 'atau', 'syarat', 'tsb']"
positif,"['sedia', 'layan', 'genose', 'st', 'kiaracondong', 'operasi', 'pukul', 'wib', 'antre', 'kondisonal', 'lokasi', 'depan', 'ruang', 'customer', 'service', 'sila', 'laku', 'periksa', 'genose', 'pasuk', 'jam', 'ka', 'berangkat', 'trims']"
positif,"['halooo', 'tanya', 'mudik', 'antigen', 'bisa', 'genose']"
positif,"['selamat', 'siang', 'saat', 'jalan', 'ka', 'lokal', 'aglomerasi', 'tumpang', 'wajib', 'bawa', 'hasil', 'negatif', 'tes', 'genose', 'pcr', 'rapid', 'test', 'antigen', 'informasi', 'lengkap', 'cek', 'link', 'trims']"
positif,"['jogja', 'sbya', 'kak', 'pake', 'genose', 'dr', 'stasiun']"
positif,"['sudah', 'pasuk', 'jam', 'berangkat', 'ka', 'sesuai', 'laku', 'genose', 'antisipasi', 'antre', 'trims']"
positif,"['stasiun', 'malang', 'jember', 'min', 'perlu', 'tgl', 'mei', 'karna', 'syarat', 'boleh', 'mudik', 'min', 'bawa', 'hasil', 'genose', 'antigen', 'surat', 'terang', 'kaj']"
positif,"['selamat', 'siang', 'layan', 'genose', 'st', 'kiaracondong', 'layan', 'hari', 'pukul', 'antri', 'kondisonal', 'posisi', 'ruang', 'customer', 'service', 'tarif', 'ribu', 'sampel', 'ambil', 'kurun']"
positif,"['oalah', 'arti', 'emng', 'mending', 'nek', 'tes', 'genose', 'makasiii', 'mas', 'udah']"
negatif,"['tp', 'sbnrnya', 'ttp', 'butuh', 'antigen', 'jam', 'genose', 'pas', 'nis', 'ngabisin', 'duit', 'bgt', 'yaa', 'moga', 'membludak', 'abis', 'lebaran', 'tp', 'yakin', 'wkwkwk']"
positif,"['jbrfess', 'yg', 'tes', 'genose', 'stasiun', 'jbr', 'mau', 'tanya', 'rek', 'makasih']"
negatif,"['masuk', 'wisata', 'kedah', 'antigen', 'genose', 'oge', 'ulah', 'kagok']"
positif,"['kuliah', 'tatap', 'muka', 'itera', 'sedia', 'alat', 'genose', 'gratis']"
positif,"['genose', 'bil', 'bayar', 'brp']"
positif,"['min', 'bandung', 'pakai', 'genose']"
negatif,"['mudik', 'ketat', 'prokes', 'harus', 'swab', 'rapid', 'genose', 'udah', 'percaya', 'pas', 'nyampe', 'rumah', 'langsung', 'isoman', 'minggu', 'taun', 'kmrn', 'isolasi', 'massal', 'pasar', 'coba', 'kerumun', 'tes', 'hari', 'banyak', 'yg', 'langgar', 'prokes', 'santuy']"
positif,"['hari', 'udh', 'mau', 'antri', 'test', 'genose', 'msh', 'gantung', 'sm', 'jadwal', 'analisis', 'angus', 'tiket', 'ga', 'cepet', 'reschedule']"
positif,"['selamat', 'siang', 'mohon', 'maaf', 'ini', 'layan', 'genose', 'sedia', 'stasiun', 'purwakarta', 'kak', 'trims']"
positif,"['hasil', 'menit', 'tau', 'bandara', 'stasiun', 'ngga', 'beda', 'klo', 'antri', 'ngga', 'lah', 'nder', 'gantung', 'orang', 'ikut', 'genose', 'gabisa', 'mastiin', 'buat', 'antisipasi', 'dateng', 'jam', 'berangkat']"
positif,"['genose', 'deteksi', 'varian', 'covid']"
positif,"['layan', 'tes', 'genose', 'covid', 'biasa', 'cepat', 'bayar', 'keluar', 'has', 'butuh', 'menit', 'di', 'bandara', 'apt', 'pranoto', 'samarinda', 'jauh', 'mayan', 'ngosan', 'or']"
positif,"['min', 'stasiun', 'purwakarta', 'bs', 'tes', 'genose']"
positif,"['hai', 'mba', 'jadi', 'dari', 'gambir', 'gubeng', 'syarat', 'pertama', 'paling', 'utama', 'punya', 'tiket', 'aku', 'kemarin', 'genose', 'mba', 'alhamdulillah', 'rb', 'nggak', 'sampek', 'menit', 'udah', 'hasil']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'pasar', 'senen', 'operasi', 'wib', 'antre', 'wib', 'kondisional', 'posisi', 'pintu', 'samping', 'musala', 'trims']"
positif,"['kemaren', 'berangkat', 'sore', 'tes', 'genose', 'pagi', 'hindar', 'antri', 'panjang', 'tp', 'kai', 'tidak', 'layan', 'beli', 'tiket', 'ada', 'larang', 'mudik']"
negatif,"['antri', 'tes', 'genose', 'annoying', 'parah', 'bgt']"
positif,"['min', 'layan', 'genose', 'stasiun', 'pasar', 'senen', 'jam', 'saja']"
positif,"['selamat', 'siang', 'kece', 'rencana', 'laku', 'jalan', 'dan', 'tuju', 'stasiun', 'kak', 'ini', 'tumpang', 'ka', 'tawangalun', 'wajib', 'lampir', 'surat', 'terang', 'hasil', 'genose', 'pcr', 'rapid', 'test', 'antigen']"
negatif,"['masalah', 'tes', 'rujuk', 'utama', 'pcr', 'rada', 'tp', 'cepat', 'adlh', 'antigen', 'tiba', 'genose', 'yg', 'standar', 'jelas', 'rancu', 'misal', 'tes', 'pcr', 'negatif', 'pesawat', 'kereta', 'org', 'jalan', 'negatif', 'tp', 'pakai', 'genose', 'tes']"
positif,"['alat', 'tiup', 'tes', 'genose']"
positif,"['min', 'kereta', 'tawangalun', 'tgl', 'mei', 'operasi', 'apa', 'pakai', 'genose', 'swab', 'antigen']"
positif,"['mohon', 'laku', 'genose', 'stasiun', 'pasuk', 'jam', 'berangkat', 'ka', 'tetap', 'sesuai', 'jam', 'operasional', 'laku', 'trims']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'bekas', 'layan', 'wib', 'antre', 'kondisional', 'posisi', 'di', 'parkir', 'utara', 'stasiun', 'bekas']"
positif,"['genose', 'laku', 'jam']"
positif,"['arti', 'tinggal', 'beli', 'tiket', 'pakai', 'tes', 'genose', 'jam', 'berangkat', 'udah', 'gitu']"
positif,"['engga', 'aku', 'ke', 'purwokerto', 'naik', 'surabaya', 'ngirit', 'aku', 'tes', 'genose', 'stasiun', 'malang', 'takut', 'laku', 'kalo', 'tes', 'beda', 'stasiun']"
positif,"['tes', 'pcr', 'rapid', 'test', 'antigen', 'tes', 'genose', 'sampel', 'ambil', 'kurun', 'maksimal', 'jam', 'berangkat', 'info', 'lengkap', 'sila', 'cek', 'link', 'trims']"
positif,"['kereta', 'lokal', 'pake', 'genose', 'yuuuum']"
positif,"['min', 'tes', 'genose', 'stasiun', 'bekas', 'buka', 'jam', 'ya']"
positif,"['selamat', 'pagi', 'syarat', 'ka', 'wajib', 'surat', 'terang', 'hasil', 'negatif', 'tes', 'pcr', 'rapid', 'test', 'antigen', 'tes', 'genose', 'sampel', 'ambil', 'kurun', 'maksimal', 'jam']"
positif,"['min', 'tanya', 'followersnya', 'alam', 'rupa', 'misal', 'tes', 'genose', 'stasiun', 'malang', 'naik', 'kereta', 'surabaya', 'ngga', 'atau', 'tes', 'genose', 'harus', 'di', 'stasiun', 'sesuai', 'tiket', 'kereta', 'terima', 'kasih', 'min']"
positif,"['pasca', 'tiada', 'mudik', 'tanggal', 'mei', 'wajib', 'surat', 'terang', 'hasil', 'negatif', 'tes', 'pcr', 'rapid', 'test', 'antigen', 'tes', 'genose', 'sampel', 'ambil', 'kurun', 'maksimal', 'jam', 'berangkat']"
positif,"['stasiun', 'pasar', 'senen', 'stasiun', 'kebumen', 'syarat', 'bawa', 'hasil', 'tes', 'genose', 'swab', 'repid', 'hanya', 'laku', 'jam', 'stelah', 'ambil', 'sample']"
positif,"['itu', 'drs', 'iswanto', 'apt', 'm', 'direktur', 'utama', 'pt', 'swayasa', 'prakarsa', 'bahwa', 'ini', 'genose', 'dapat', 'izin', 'edar', 'kemenkes', 'lolos', 'uji', 'diagnostik', 'ada', 'sertifikat', 'sni', 'tingkat', 'percaya', 'publik', 'hadap', 'genose']"
positif,"['kepala', 'bsn', 'kukuh', 'achmad', 'nyata', 'bsn', 'dukung', 'penuh', 'genose', 'salah', 'alat', 'deteksi', 'covid', 'akan', 'identifikasi', 'standar', 'nasional', 'indonesia', 'butuh', 'standardisasi', 'alat', 'sehat', 'genose']"
positif,"['jumat', 'bsn', 'tim', 'kembang', 'genose', 'laksana', 'diskusi', 'tajuk', 'fgd', 'proses', 'standardisasi', 'genose', 'salah', 'alat', 'deteksi', 'covid', 'genosedukungprokes', 'genosec', 'genose']"
positif,"['hadir', 'pamer', 'sneaker', 'wamenparekraf', 'angela', 'tanoesoedibjo', 'coba', 'alat', 'genose']"
positif,"['selamat', 'pagi', 'sudah', 'laku', 'periksa', 'rapid', 'test', 'antigen', 'tidak', 'tes', 'genose', 'stasiun', 'sila', 'pilih', 'salah', 'ya']"
positif,"['social', 'distancing', 'genose']"
positif,"['daerah', 'bekas', 'temenin', 'genose', 'yuk', 'ahh', 'males', 'banget', 'cendirian']"
positif,"['min', 'hasil', 'tes', 'genose', 'pakai', 'bandara', 'soetta', 'ya']"
positif,"['selamat', 'pagi', 'tumpang', 'ka', 'tawangalun', 'wajib', 'lampir', 'surat', 'terang', 'hasil', 'genose', 'pcr', 'rapid', 'test', 'antigen', 'info', 'lengkap', 'kait', 'sila', 'cek', 'link', 'trims']"
positif,"['jends', 'ngantri', 'genose', 'stasiun', 'skrng', 'brp', 'ya']"
positif,"['info', 'kena', 'ada', 'sewa', 'alat', 'genose', 'mohon', 'info']"
negatif,"['di', 'konfirmasi', 'call', 'center', 'buka', 'link', 'dari', 'pc', 'laptop', 'kendala', 'sama', 'bisa', 'tidur', 'malam', 'sama', 'nungguin', 'hasil', 'genose']"
positif,"['bandara', 'ahmad', 'yani', 'buka', 'layan', 'deteksi', 'covid', 'genose']"
positif,"['izin', 'min', 'sudah', 'rapid', 'antigen', 'perlu', 'pake', 'tes', 'genose']"
positif,"['siang', 'mending', 'nder', 'genose', 'buka', 'laku', 'jam', 'sih']"
positif,"['kuliah', 'tatap', 'muka', 'itera', 'sedia', 'alat', 'genose', 'gratis', 'via']"
positif,"['selamat', 'pagi', 'tumpang', 'akan', 'laku', 'jalan', 'ka', 'kaligung', 'wajib', 'bawa', 'hasil', 'negatif', 'rapid', 'test', 'antigen', 'pcr', 'genose', 'info', 'lengkap', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['test', 'pake', 'genose', 'udah', 'dipake']"
positif,"['imunogenisitas', 'vaksin', 'sinopharm', 'genose', 'standar', 'bsn', 'rangkum', 'kabar', 'corona', 'pagi', 'kumparannews', 'install', 'aplikasi', 'kumpar', 'baca', 'nyaman', 'iklan', 'ganggu']"
positif,"['min', 'naik', 'bus', 'test', 'genose', 'gak', 'berangkat', 'merak', 'bakauheni']"
positif,"['fess', 'ges', 'ada', 'pernah', 'jalan', 'gambir', 'balap', 'pake', 'genose', 'antri', 'banget', 'sih', 'tes', 'berangkat', 'jam', 'malem', 'tes', 'jam', 'sore', 'gitu', 'ndadak', 'banget']"
positif,"['identitas', 'masuk', 'sistem', 'layan', 'silah', 'ambil', 'nomor', 'antri', 'sesuai', 'kuota', 'antri', 'ada', 'layan', 'rapid', 'test', 'genose', 'tks', 'miftah']"
positif,"['saat', 'belum', 'sedia', 'layan', 'reservasi', 'genose', 'bandara', 'silah', 'akses', 'link', 'aplikasi', 'farmalab', 'cepat', 'proses', 'registrasi', 'lokasi']"
negatif,"['tes', 'genose', 'dr', 'jm', 'krg', 'smp', 'skrg', 'ngk', 'kluar', 'hasil', 'smp', 'tiggaln', 'kereta', 'tlg', 'evaluasi', 'tugas', 'cek', 'genose', 'lbh', 'perbyk', 'lbh', 'fifo']"
positif,"['selamat', 'pagi', 'kak', 'ini', 'laku', 'hasil', 'genose', 'x', 'jam', 'ambil', 'sampel', 'mohon', 'laku', 'genose', 'stasiun', 'pasuk', 'jam', 'berangkat', 'ka', 'tanggal', 'jam', 'periksa', 'lebih', 'berangkat', 'trims']"
negatif,"['drama', 'genose', 'pagi', 'bikin', 'keringetan', 'kek', 'kelar', 'hahaa']"
positif,"['min', 'kereta', 'lokal', 'perlu', 'bawa', 'genose', 'contoh', 'jalan', 'dr', 'tulungagung', 'malang']"
negatif,"['kecewa', 'tes', 'genose', 'jam', 'smpe', 'kereta', 'barngkat', 'keluar', 'jugaaa', 'dibatalin']"
positif,"['selamat', 'pagi', 'hasil', 'genose', 'beri', 'hari', 'sama', 'periksa', 'rencana', 'periksa', 'stasiun', 'kak']"
positif,"['izin', 'kalau', 'bentuk', 'antibodi', 'hadap', 'sars', 'cov', 'dua', 'kali', 'vaksinasi', 'cov', 'bukti', 'hasil', 'lab', 'patologi', 'masih', 'syarat', 'swab', 'antigen', 'genose', 'rapid', 'test', 'saat', 'jalan', 'meeting', 'off', 'line', 'cukup', 'prokes']"
positif,"['selamat', 'pagi', 'kak', 'ini', 'tumpang', 'ka', 'kaligung', 'kamandaka', 'wajib', 'hasil', 'negatif', 'genose', 'rapid', 'test', 'antigen', 'pcr', 'informasi', 'lengkap', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['min', 'test', 'antigen', 'genose', 'stasiun', 'udah', 'otomatis', 'ngelink', 'tiket']"
positif,"['hai', 'kak', 'hendra', 'informasi', 'layan', 'genose', 'sedia', 'bandara', 'kualanamu', 'berangkat', 'bandara', 'kualanamu', 'sila', 'hasil', 'test', 'antigen', 'pcr', 'tks', 'airin']"
positif,"['halo', 'min', 'mohon', 'info', 'test', 'genose', 'bandara', 'kualanamu', 'medan', 'sudah', 'sedia']"
positif,"['hanya', 'yia', 'layan', 'genose', 'sedia', 'bandara', 'adisutjipto', 'yogyakarta', 'tempotravel']"
negatif,"['malam', 'kak', 'air', 'asia', 'bandara', 'juanda', 'terminal', 'ada', 'daftar', 'genose', 'online', 'hindar', 'antri', 'dan', 'kerumun', 'terima', 'kasih']"
positif,"['halo', 'tanya', 'jadwal', 'berangkat', 'pada', 'tanggal', 'mei', 'maka', 'hasil', 'genose', 'dapat', 'terima', 'atur', 'maks', 'tes', 'covid', 'jam', 'laku', 'saya', 'maksimal', 'tanggal', 'mei', 'atau', 'ya', 'terima', 'kasih']"
positif,"['layan', 'genose', 'stasiun', 'purwokerto', 'operasi', 'wib', 'jumat', 'minggu', 'wib', 'antre', 'kondisional', 'posisi', 'pintu', 'barat', 'stasiun', 'trims']"
positif,"['yg', 'test', 'genose', 'tanya', 'itu', 'tingkat', 'akurasi', 'berapa']"
positif,"['selamat', 'pagi', 'tumpang', 'ka', 'lokal', 'prameks', 'wajib', 'lampir', 'surat', 'terang', 'hasil', 'genose', 'rapid', 'test', 'antigen', 'pcr', 'info', 'lengkap', 'kait', 'sila', 'cek', 'link', 'trims']"
positif,"['halo', 'min', 'tanya', 'relasi', 'kaligung', 'kalong', 'semarang', 'poncol', 'tanggal', 'mei', 'dan', 'relasi', 'kamandaka', 'semarang', 'kalong', 'tanggal', 'perlu', 'rapid', 'genose']"
positif,"['di', 'stasiun', 'skrg', 'nyediainnya', 'genose', 'si', 'tiup']"
positif,"['april', 'stasiun', 'layan', 'tes', 'genose', 'ini', 'daftar']"
negatif,"['pergi', 'bis', 'juga', 'kereta', 'lokal', 'masih', 'bisa', 'gakperlu', 'genose']"
negatif,"['baru', 'yang', 'gimana', 'tempat', 'test', 'bandara', 'kita', 'lihat', 'untung', 'mafia', 'sehat', 'jual', 'antigen', 'wajar', 'sih', 'genose', 'lambat', 'terap', 'bandara', 'murah', 'karya', 'anak', 'bangsa', 'agak', 'sulit', 'mau', 'diproyekin', 'kayak', 'gin']"
positif,"['railmin', 'kordinasikan', 'unit', 'kait', 'ini', 'genose', 'stasiun', 'gambir', 'layan', 'awal', 'pukul', 'wib', 'trims']"
negatif,"['selamat', 'pagi', 'kak', 'mohon', 'maaf', 'ketidaknyamanannya', 'layan', 'genose', 'stasiun', 'gambir', 'layan', 'wib', 'ambil', 'nomor', 'antre', 'pukul', 'wib']"
positif,"['genose', 'stasiun', 'mau', 'dari', 'layan', 'sehat', 'bisa', 'pakai', 'hasil', 'rapid', 'antigen', 'swab', 'pcr']"
negatif,"['bekas', 'genose', 'rupa', 'bekas', 'packing', 'cupang', 'alamakkk']"
positif,"['genose', 'niup', 'kantong', 'udara', 'doang']"
positif,"['semangat', 'senin', 'genose', 'rur']"
positif,"['jam', 'berangkat', 'tp', 'gantung', 'antri', 'lumayan', 'kalau', 'genose']"
positif,"['selamat', 'pagi', 'ini', 'layan', 'mesan', 'periksa', 'genose', 'aplikasi', 'kaiaccess', 'dapat', 'tumpang', 'berangkat', 'gambir', 'pasar', 'senen', 'sila', 'kece', 'genose', 'stasiun', 'layan', 'trims']"
positif,"['kereta', 'jam', 'mending', 'genose', 'jam', 'ya', 'guys']"
positif,"['bandara', 'hang', 'nadim', 'periksa', 'pcr', 'swab', 'antigen', 'antibodi', 'genose', 'steril', 'aman']"
positif,"['selamat', 'pagi', 'kak', 'mohon', 'maaf', 'balas', 'sesuai', 'adendum', 'surat', 'edar', 'tugas', 'tangan', 'covid', 'nomor', 'hasil', 'genose', 'guna', 'calon', 'tumpang', 'ka', 'sampel', 'ambil', 'stasiun', 'trims']"
positif,"['genose', 'hari', 'test', 'genose', 'besok', 'pagi', 'jkt', 'test', 'sore', 'soal', 'laku', 'jam']"
positif,"['pagi', 'kang', 'kang', 'lengkap', 'dokumen', 'harus', 'bawa', 'hasil', 'negatif', 'tes', 'pcr', 'rapid', 'tes', 'antigen', 'maksimal', 'jam', 'hasil', 'negatif', 'genose', 'berangkat', 'hatur', 'nuhun']"
positif,"['selamat', 'pagi', 'yang', 'maksud', 'jalan', 'ka', 'walaharekspres', 'masuk', 'kereta', 'api', 'lokal', 'tumpang', 'ka', 'lokal', 'walaharekspres', 'wajib', 'lampir', 'surat', 'terang', 'hasil', 'rapid', 'test', 'antigen', 'genose', 'pcr']"
positif,"['genose', 'aju', 'izin', 'lolos', 'sni']"
positif,"['selamat', 'pagi', 'kak', 'tumpang', 'ingin', 'laku', 'periksa', 'layan', 'genose', 'rapid', 'test', 'antigen', 'stasiun', 'wajib', 'tiket', 'ka', 'jarak', 'atau', 'kode', 'booking', 'aktif', 'status', 'lunas', 'paid', 'trims']"
positif,"['periksa', 'genose', 'hadir', 'stasiun', 'bangkitkanekonominkri']"
negatif,"['kali', 'nyobain', 'genose', 'kampus', 'wkwk', 'degan']"
positif,"['imunogenisitas', 'vaksin', 'sinopharm', 'genose', 'standar', 'bsn', 'rangkum', 'kabar', 'corona', 'pagi', 'kumparannews']"
positif,"['selamat', 'pagi', 'kak', 'hasil', 'genose', 'stasiun', 'cek', 'menit', 'ambil', 'sampel', 'laku', 'tetap', 'sesuai', 'antre', 'stasiun', 'trims']"
negatif,"['usaha', 'genose', 'belum', 'eh', 'pas', 'checkin', 'pintu', 'berangkat', 'sekali', 'periksa', 'cek', 'nama', 'scan', 'barcode', 'tiket', 'kereta', 'trus', 'fungsi', 'test', 'yak']"
positif,"['hari', 'bandara', 'halim', 'perdana', 'kusuma', 'laku', 'coba', 'tes', 'genose', 'tumpang', 'via']"
positif,"['genose', 'labuh', 'gilimanuk', 'bal', 'guna', 'tak', 'gratis']"
positif,"['kai', 'hadir', 'periksa', 'genose', 'stasiun']"
positif,"['min', 'sudah', 'laku', 'vaksin', 'sudah', 'bukti', 'sertifikat', 'vaksin', 'perlu', 'tes', 'genose', 'naik', 'kereta', 'mhn', 'dijwb', 'thanks']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'madiun', 'operasi', 'wib', 'antre', 'sifat', 'kondisional', 'posisi', 'belah', 'barat', 'ruang', 'tunggu', 'stasiun', 'parkir', 'motor', 'terima', 'kasih']"
positif,"['harus', 'bawa', 'sikm', 'min', 'kalau', 'tes', 'genose', 'gak']"
positif,"['min', 'layan', 'genose', 'stasiun', 'madiun', 'jam', 'trims']"
positif,"['unit', 'genose', 'produksi', 'rektor', 'ugm', 'akan', 'inovasi']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'bekas', 'buka', 'wib', 'antre', 'kondisional', 'trims']"
positif,"['min', 'tes', 'genose', 'stasiun', 'bekas', 'ini', 'tutup', 'jam', 'ya']"
positif,"['kai', 'hadir', 'periksa', 'genose', 'stasiun']"
positif,"['min', 'sudah', 'laku', 'vaksin', 'sudah', 'bukti', 'sertifikat', 'vaksin', 'perlu', 'tes', 'genose', 'naik', 'kereta', 'mhn', 'dijwb', 'thanks']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'madiun', 'operasi', 'wib', 'antre', 'sifat', 'kondisional', 'posisi', 'belah', 'barat', 'ruang', 'tunggu', 'stasiun', 'parkir', 'motor', 'terima', 'kasih']"
positif,"['harus', 'bawa', 'sikm', 'min', 'kalau', 'tes', 'genose', 'gak']"
positif,"['min', 'layan', 'genose', 'stasiun', 'madiun', 'jam', 'trims']"
positif,"['unit', 'genose', 'produksi', 'rektor', 'ugm', 'akan', 'inovasi']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'bekas', 'buka', 'wib', 'antre', 'kondisional', 'trims']"
positif,"['mudik', 'larang', 'genose', 'operasi', 'bandara']"
positif,"['pt', 'angkasa', 'pura', 'bandara', 'sultan', 'aji', 'muhammad', 'sulaiman', 'pinggan', 'laku', 'uji', 'coba', 'genose', 'syarat', 'jalan', 'uji', 'coba', 'laku', 'hari', 'kepada', 'mang', 'bandara']"
